step,top1_miss,ema_miss,top1_acc,flip_penalty,median_rel_margin,flip_severity
863,0.387695,0.382875,0.612305,0.242188,1.125000,0.585938
864,0.343750,0.378962,0.656250,0.206055,1.000000,0.527344
865,0.341309,0.375197,0.658691,0.210938,1.046875,0.496094
866,0.349121,0.372589,0.650879,0.220703,1.039062,0.539062
867,0.410156,0.376346,0.589844,0.287109,1.000000,0.898438
868,0.398438,0.378555,0.601562,0.267578,1.000000,0.789062
869,0.452148,0.385915,0.547852,0.353516,0.914062,1.062500
870,0.513184,0.398641,0.486816,0.445312,0.785156,1.414062
871,0.511719,0.409949,0.488281,0.408203,0.933594,1.187500
872,0.383301,0.407284,0.616699,0.261719,1.015625,0.726562
873,0.367188,0.403275,0.632812,0.245117,1.000000,0.742188
874,0.344727,0.397420,0.655273,0.219727,1.023438,0.566406
875,0.331543,0.390832,0.668457,0.207031,1.000000,0.601562
876,0.386719,0.390421,0.613281,0.255859,1.085938,0.691406
877,0.351562,0.386535,0.648438,0.228516,0.988281,0.550781
878,0.336426,0.381524,0.663574,0.192383,1.140625,0.468750
879,0.343262,0.377698,0.656738,0.195312,1.093750,0.457031
880,0.348145,0.374742,0.651855,0.192383,1.117188,0.470703
881,0.354004,0.372669,0.645996,0.193359,1.023438,0.470703
882,0.396973,0.375099,0.603027,0.246094,1.070312,0.613281
